"","OoCyte_1","OoCyte_2","OoCyte_3","Zygote_1","Zygote_2","Zygote_3","X2_Cell_embryo_1_Cell_1","X2_Cell_embryo_1_Cell_2","X2_Cell_embryo_2_Cell_1","X2_Cell_embryo_2_Cell_2","X2_Cell_embryo_3_Cell_1","X2_Cell_embryo_3_Cell_2","X4_Cell_embryo_1_Cell_1","X4_Cell_embryo_1_Cell_2","X4_Cell_embryo_1_Cell_3","X4_Cell_embryo_1_Cell_4","X4_Cell_embryo_2_Cell_1","X4_Cell_embryo_2_Cell_2","X4_Cell_embryo_2_Cell_3","X4_Cell_embryo_2_Cell_4","X4_Cell_embryo_3_Cell_1","X4_Cell_embryo_3_Cell_2","X4_Cell_embryo_3_Cell_3","X4_Cell_embryo_3_Cell_4","X8_Cell_embryo_1_Cell_1","X8_Cell_embryo_1_Cell_2","X8_Cell_embryo_1_Cell_3","X8_Cell_embryo_1_Cell_4","X8_Cell_embryo_2_Cell_1","X8_Cell_embryo_2_Cell_2","X8_Cell_embryo_2_Cell_3","X8_Cell_embryo_2_Cell_4","X8_Cell_embryo_2_Cell_5","X8_Cell_embryo_2_Cell_6","X8_Cell_embryo_2_Cell_7","X8_Cell_embryo_2_Cell_8","X8_Cell_embryo_3_Cell_1","X8_Cell_embryo_3_Cell_2","X8_Cell_embryo_3_Cell_3","X8_Cell_embryo_3_Cell_4","X8_Cell_embryo_3_Cell_5","X8_Cell_embryo_3_Cell_6","X8_Cell_embryo_3_Cell_7","X8_Cell_embryo_3_Cell_8","Morulae_1_Cell_1","Morulae_1_Cell_2","Morulae_1_Cell_3","Morulae_1_Cell_4","Morulae_1_Cell_5","Morulae_1_Cell_6","Morulae_1_Cell_7","Morulae_1_Cell_8","Morulae_2_Cell_1","Morulae_2_Cell_2","Morulae_2_Cell_3","Morulae_2_Cell_4","Morulae_2_Cell_5","Morulae_2_Cell_6","Morulae_2_Cell_7","Morulae_2_Cell_8","Late_blastoCyst_1_Cell_1","Late_blastoCyst_1_Cell_2","Late_blastoCyst_1_Cell_3","Late_blastoCyst_1_Cell_4","Late_blastoCyst_1_Cell_5","Late_blastoCyst_1_Cell_6","Late_blastoCyst_1_Cell_7","Late_blastoCyst_1_Cell_8","Late_blastoCyst_1_Cell_9","Late_blastoCyst_1_Cell_10","Late_blastoCyst_1_Cell_11","Late_blastoCyst_1_Cell_12","Late_blastoCyst_2_Cell_1","Late_blastoCyst_2_Cell_2","Late_blastoCyst_2_Cell_3","Late_blastoCyst_2_Cell_4","Late_blastoCyst_2_Cell_5","Late_blastoCyst_2_Cell_6","Late_blastoCyst_2_Cell_7","Late_blastoCyst_2_Cell_8","Late_blastoCyst_2_Cell_9","Late_blastoCyst_2_Cell_10","Late_blastoCyst_3_Cell_1","Late_blastoCyst_3_Cell_2","Late_blastoCyst_3_Cell_3","Late_blastoCyst_3_Cell_4","Late_blastoCyst_3_Cell_5","Late_blastoCyst_3_Cell_6","Late_blastoCyst_3_Cell_7","Late_blastoCyst_3_Cell_8"
"ACOT2",6326,4157,4098,1709,1783,2127,1275,1608,1288,1238,1490,1979,1103,2662,3236,55,1875,894,1465,2162,2153,3621,1172,3878,816,1026,192,1651,973,595,1177,484,1316,1055,10,387,730,0,82,822,447,949,23,228,2163,507,55,763,2028,1716,297,73,671,878,420,507,667,1362,1190,18,0,711,114,1127,251,0,894,0,0,0,438,634,128,0,0,0,652,105,0,0,0,0,0,0,0,0,0,1728,0,0
"KLHL6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,75,0,0,104,143,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,111,0,88,0,0,77,0,0,0,143,0,145,0,1352,0,0,2463,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CENPJ",13705,15465,13593,8883,5920,9055,10273,14992,11729,12131,7960,9498,7868,7342,15626,4843,339,740,3446,5986,3532,1825,952,5279,3245,3074,1704,3227,1445,1359,2984,7780,4063,2241,381,1900,5457,3803,4772,6172,6975,3124,2063,5560,10364,2607,11906,8878,5294,8618,3497,1102,6358,8033,1945,1450,9201,1411,5524,2573,16439,3626,5993,8528,7732,0,2234,134,1722,2761,2305,614,2744,20427,8081,7592,0,9788,8927,441,12032,13917,16558,1537,9057,809,4301,15441,2866,0
"TRIM45",1312,721,1016,3061,2020,3306,1877,2137,2314,2776,3913,5215,5733,4214,370,3195,3367,3804,3545,6532,6950,8599,4871,9361,99,79,1037,251,183,51,162,57,55,54,29,28,146,2073,130,1379,567,264,138,134,71,0,1537,75,213,32,24,110,79,67,35,71,28,162,83,644,35,35,228,43,83,47,51,59,39,55,87,16,91,240,55,138,0,102,59,59,0,102,95,0,75,0,347,0,0,47
"TBC1D3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,87,55,37,80,139,0,35,16,0,0,57,270,135,0,0,176,21,36,0,52,47,36,0,0,0,0,0,0,47,109,78,120,0,207,0,145,0,0,0,0,0,21,16,0,0,0,0,0,197,36,0,0,0,0,0,36,0,0,0,0,0,0
"TANC2",20503,24629,22705,24468,23092,28733,21026,20360,36384,30832,27893,33999,73091,101705,40424,7464,10154,39841,44101,64370,41337,48442,45021,60012,17786,4870,15153,37952,8390,8179,4354,1326,5720,0,676,0,8425,0,0,8304,13581,7554,20275,3468,4288,1141,9802,35287,0,0,3583,3069,3272,11033,0,0,3346,13676,2642,6624,0,0,0,0,0,0,0,7908,0,0,1378,0,2839,21089,15829,20848,0,4446,0,0,0,0,0,0,0,0,0,0,0,0
"KIF4A",375519,332846,326601,226014,199259,409003,349043,448718,430893,453456,374922,490590,421497,425858,311848,268949,186501,251707,219359,323591,252070,291692,213943,322903,41394,42004,42843,61000,109947,129479,98942,97442,101721,153115,86482,76774,47740,71351,15279,121552,76180,125361,56112,139225,68167,45990,37123,73518,29058,27076,38150,6209,143930,98316,3325,7383,62640,322,1373,40417,990,28430,25223,67045,20710,2331,23972,11423,20794,10283,15410,0,12995,70082,16189,26194,0,13841,407,49555,1225,5828,612,41410,31589,14311,22492,6422,524,11613
"C18orf18",12,76,35,5,4,5,9,33,4,17,5,11,426,0,283,0,0,0,206,0,0,0,52,0,45,142,0,200,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,280,98,2,0,2,45,0,0,0,6,0,0,4,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
"SNCAIP",2619,2276,2017,2062,1246,1159,1674,2278,3822,2490,1373,817,0,0,0,0,0,0,2147,2833,1843,4978,2015,0,1710,12834,11052,0,0,0,201,0,0,0,0,0,13740,0,0,0,3905,0,0,0,0,0,25035,2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2744,0,0,0,0,0,0,0,0,0,0,15872,0,0,0,0,0,0,0,0,0,0,0,0,10092,0
"HLA-DOA",0,0,25,27,45,28,0,33,0,0,12,27,0,22,20,0,713,476,0,282,41,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,39,64,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WFIKKN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYDE2",178,187,150,188,207,169,197,310,0,347,441,169,0,786,0,0,0,0,600,1068,0,0,0,337,0,1316,363,3196,0,0,0,0,0,0,0,0,0,178,0,422,675,0,0,0,0,0,56,113,56,0,0,84,112,0,0,84,0,0,0,0,0,2388,4439,478,9759,1724,5751,2183,572,3850,1480,1677,4131,262,66,10061,112,805,7502,66,131,11008,0,0,806,0,572,0,2898,8406
"TACR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1478,0
"C6orf225",328,213,132,248,184,155,144,276,104,104,374,242,0,0,2440,109,0,0,173,0,98,0,0,0,27,401,0,0,0,0,0,0,0,0,0,0,0,0,0,886,0,0,0,0,121,0,23,535,506,23,63,12,0,0,0,0,0,0,92,35,661,167,0,0,0,58,0,190,322,0,34,0,0,0,0,0,0,0,0,0,0,0,3631,944,0,4613,0,0,2434,52
"C7orf53",0,0,0,46,46,104,0,0,52,46,33,33,0,0,0,0,0,0,502,0,0,1172,944,163,0,0,0,0,1419,773,775,0,0,559,607,416,1642,593,495,4437,2626,98,3252,1747,0,0,691,72,0,0,0,0,0,0,0,300,0,20,0,0,0,1269,0,0,0,436,0,814,0,137,0,20,13,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XAF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,78,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580,0,0,0,0,935,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANKDD1A",151,0,0,106,166,272,362,151,347,151,0,0,0,0,5301,0,0,136,0,0,0,0,0,512,0,0,1323,104,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,45,0,121,0,0,0,0,0,0,0,3336,0,0,0,0,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGTLC2",0,0,0,0,23,50,15,27,0,0,8,23,0,23,0,31,205,89,77,12,43,0,35,19,7,7,9,0,0,0,0,0,0,23,0,0,19,124,70,0,0,15,31,0,19,0,0,8,0,0,0,0,16,35,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0
"LPPR4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GLIPR2",277,510,948,58,1388,686,526,613,175,88,599,0,0,0,277,0,117,0,0,860,2026,933,583,0,0,1704,0,0,41,154,51,2866,0,0,0,483,0,555,1926,4157,933,190,525,0,190,4991,44,5138,5022,3048,4714,0,12745,18346,5575,13053,1036,6823,7296,13833,41495,22082,43050,74646,18612,63181,24951,30620,45685,17812,56291,5075,9483,4828,2394,49858,31037,37832,41754,24022,40422,48662,17034,26677,24270,16549,58,23910,31392,75139
"PARD6G",64416,61025,62374,37805,20052,24444,22497,30791,37901,40169,34347,45773,12922,27706,6060,7899,14658,30232,15508,49315,43090,17155,27842,24522,9273,9468,4035,5489,3043,3910,2140,9394,2059,460,475,170,1630,15281,19697,5313,3142,686,5267,12567,448,1204,378,2457,1914,2762,496,567,8106,4705,1299,614,520,1679,2438,1964,449,260,4199,944,708,11540,354,874,1556,377,495,283,331,945,497,1298,283,308,495,118,236,779,2316,0,1253,0,24763,378,0,497
"TRIM56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,75,1413,0,0,0,182,0,228,850,225,703,0,104,350,790,0,656,0,0,0,57,0,0,1760,0,296,585,100,364,1367,207,0,0,1482,143,0,96,7683,0,0,4331,2837,0,0,0
"TRAIP",1802,1164,1303,6148,7093,5780,8156,8530,6768,8419,8186,7354,24745,27889,16385,27502,17594,34795,16584,23489,19793,33959,17658,30614,976,48,2289,0,9611,6608,2137,3217,17607,1460,5414,1868,7015,5573,10064,7097,7013,28116,3854,25635,6221,2648,541,8169,5714,6277,707,0,10639,14752,6573,10820,2400,3513,6529,3904,512,803,0,6330,817,6094,540,2120,0,7520,2714,97,125,125,263,16704,706,0,0,55,0,0,0,5536,0,0,374,0,458,12012
"GPR157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTAGE4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,191,17,0,0,0,24,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,11,0,0,0,0,0,27,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BAIAP3",0,0,35,176,109,214,127,288,379,358,218,211,434,400,806,80,547,74,456,0,245,49,63,193,0,0,36,48,0,243,0,0,0,0,413,118,98,42,0,1572,95,0,81,839,56,0,0,32,88,105,0,0,0,225,0,84,39,70,137,0,67,182,116,63,147,63,49,140,179,0,116,0,49,147,0,144,238,291,25,123,582,151,102,393,130,210,316,594,246,218
"RNF43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052,0,0,0,0,1827,1038,395,2059,0,0,3758,0,307,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,307,0,0,0,262,0,0,6474,0,0,0,10728,14590
"FOLR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,55,0,0,0,0,0,0,0,0,9,0,0,14,0,0,0,0
"DDIT4L",34,61,36,0,14,11,14,0,14,0,0,0,0,0,16,0,0,0,0,188,0,0,39,0,0,0,0,0,0,36,67,0,0,0,0,32,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,45,0,2820,1070,23,3569,893,503,1762,1035,565,1206,501,125,156,0,11,0,0,1371,281,122,0,0,0,0,0,0,0,423,6119,4312
"ZBTB7C",17276,13775,19747,6385,9065,12344,13282,15135,6383,11324,12871,18331,34302,37279,105464,32661,0,5239,14905,14802,32990,19937,28678,14700,10002,8156,0,10984,0,0,5811,0,0,0,0,0,0,0,0,4426,20983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31141,0,25490,11409,0,37713,22001,2054,79653,9146,2672,4224,0,0,0,2262,0,2567,0,99833,0,0,0,44250,0,0,0,41261,178997
"SHANK3",387,296,608,749,494,683,1201,1588,1850,1522,1153,1367,3471,1314,3307,460,2711,3581,2596,468,2258,2225,1405,3237,1545,588,150,2350,381,0,0,0,0,0,129,0,214,0,0,543,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPR124",0,0,0,149,78,0,125,117,125,203,0,0,0,0,0,0,0,0,266,0,164,0,0,0,0,0,0,0,0,0,212,0,0,344,70,0,0,141,0,0,0,0,0,0,0,211,31,133,0,0,0,0,0,133,0,0,141,180,141,0,579,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,470,0,0,0
"TMEM132A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,80,0,0,0,0,0,236,0,0,0,0,0,0,15,0,0,0,373,0,0,1084,0,0,0
"SPHAR",78,159,127,116,114,96,93,95,104,93,118,114,80,74,8,0,286,279,131,163,131,184,102,101,17,14,1,130,0,5,72,0,57,78,25,0,155,38,0,58,89,78,0,0,14,0,0,106,16,17,0,0,0,3,0,20,0,0,11,0,0,2,0,16,0,4,39,52,292,439,120,168,16,49,202,71,0,15,111,4,3,0,0,350,0,118,178,0,0,0
"EFCAB4A",0,0,0,0,18,0,35,53,0,32,28,53,0,0,0,0,1084,0,0,0,0,134,0,0,240,398,178,18,53,0,104,0,0,0,140,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,674,32,0,0,230,21,67,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684,3281,0,0
"BLVRB",0,169,148,0,0,127,0,0,0,0,0,0,0,0,0,0,0,1034,0,0,317,0,0,1161,1995,0,842,2764,2486,0,447,5491,908,41,960,305,4731,2492,1795,6610,10621,7452,8048,18778,10997,5471,42,20179,23054,18175,10055,42,31614,19557,25772,61522,34402,19247,13122,31072,6034,84,823,14330,11519,316,3502,697,9386,0,3123,549,1777,0,127,1899,0,4305,0,21,0,0,0,9258,7880,84,676,22643,63,12975
"GRID1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3019,0,0,2496,0,0,0,0,0,0,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16162,27067,0,0,0,1442,525,0,0,1054,0,0,0,3153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM84B",2320,3594,2282,2597,1528,2496,2173,2492,2986,2602,3373,3465,1632,99,1629,194,1382,2180,1048,2648,2130,2014,1004,2416,241,866,350,990,291,27,148,573,394,293,10,595,606,679,0,852,461,20,74,63,10,116,9,0,194,477,87,254,136,678,1913,1298,1454,307,368,212,2937,1592,878,1487,2602,3964,6349,2925,5245,2917,1247,2016,1804,4844,2639,267,316,27,23,1119,214,42,4163,55,226,2690,13,1156,215,1172
"FMNL1",1043,1438,868,350,480,531,1025,1336,1089,1148,739,967,0,0,698,71,2150,194,2688,486,2286,596,1437,2059,2220,1711,340,2365,0,662,0,0,0,0,241,0,0,0,188,0,427,0,0,0,0,0,454,480,0,0,0,0,0,0,0,0,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNLY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,42,9,0,88,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF165",229,308,328,189,348,557,219,428,527,119,438,0,0,0,4563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,538,1598,404,504,0,78,119,89,0,0,487,3645,0,0,0,1868,517,89,0,3833,0,5801,716,0,636,646,1640,916,179,3157,0,8437,25536,37411,6124,556,10987,3227,17257,407,17350,3873,3065,1520,13220,12529,1618,12142,1519,9124,933,1956,1918,0,825,0,0,0,0,16324
"ACSS3",4219,5879,4158,7674,6604,7903,5411,4876,3568,2496,5292,6366,62167,0,0,1601,17278,47200,3562,17869,27489,34785,14723,16091,2806,3470,0,1331,0,5581,0,0,0,0,0,0,0,0,0,0,3388,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14148,0,0,0
"HES2",0,23,0,0,0,0,26,34,26,33,0,31,62,67,105,98,49,41,36,41,0,31,0,41,26,49,29,36,1049,1192,2369,3398,1641,925,450,972,3841,5387,732,1912,3812,3143,3385,817,2651,874,36,1516,1008,1193,719,52,4539,2328,4293,7829,1390,3944,3448,1679,46,23,283,224,93,18,64,36,108,23,41,28,36,95,52,131,39,49,21,18,23,98,18,64,0,0,0,0,0,0
"ZNF775",42,51,0,34,43,94,238,111,128,0,85,137,0,0,0,0,1029,0,136,196,111,323,85,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,222,0,0,0,451,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0
"OGFRL1",0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3934,0,0,1421,0,0,34,0,0,18,0,3102,0,0,0,0,0,0,0,0,228,0,611,0,503,0,0,6028,72,0,0,312,1511,552,0,778,0,6184,3805,6723,7287,0,323,10490,48,0,168,300,2407,96,4475,1232,0,0,0,0,0,0,0,0,0,0,19733,0,0
"MAN1A1",4806,5480,2783,5363,12839,6242,8232,11310,9327,9959,13764,10641,12508,18026,21732,0,3246,800,5354,507,9439,1686,12685,15009,29141,11838,5093,16123,7938,11985,12760,36808,17746,2839,4024,14138,11308,19235,43237,28601,30787,13917,18479,13081,14083,1055,0,9961,13169,0,2743,0,0,6333,0,0,2323,9420,550,13232,674,0,0,0,0,0,5899,4680,8428,0,3666,0,0,0,1814,0,0,0,23891,169,0,0,0,0,0,0,0,0,0,0
"NLGN4X",54143,32709,40405,37594,20087,35467,34295,31725,23718,27896,21756,25222,68253,29088,2866,19794,8714,63902,22793,30843,28397,27735,27979,11816,10617,833,5646,33309,5480,0,2671,0,0,0,0,0,0,777,0,8892,0,0,9677,0,21186,0,0,7231,0,0,0,0,0,0,0,0,0,0,0,0,6381,13658,0,1907,119232,2745,0,49052,25525,0,1074,9252,4305,61485,1133,0,62942,0,0,0,0,219910,0,0,35720,0,0,0,35593,0
"SLC29A4",642,576,522,493,521,548,381,432,514,677,686,918,1686,324,545,1023,545,657,938,608,1404,333,805,1273,241,429,257,374,56,187,152,114,359,243,110,36,301,911,1323,314,866,1003,1332,79,176,178,0,120,228,41,0,0,198,170,39,73,509,325,435,13,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BATF2",1031,554,1308,1378,764,938,802,1361,1382,2162,1464,1600,213,196,2404,2166,26,775,763,2419,1363,387,1286,2458,4137,71,1495,5123,2347,3859,667,1544,778,29,0,0,4182,2728,1266,1432,886,85,2477,3658,5155,132,0,789,1143,0,401,9,0,504,567,734,51,1204,1845,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305,0
"EMB",0,0,0,519,0,0,770,999,854,824,0,130,335,0,106,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,91,55,0,0,0,0,0,0,0,396,0,0,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LMNB1",10082,6740,4179,8812,4564,9895,8745,7693,6916,8386,12932,14006,85341,64392,60860,33078,33654,35959,35925,38869,35096,38933,30832,58211,9590,18216,10528,19605,14974,12727,11869,17075,9911,1823,4197,14233,26117,8129,21175,8004,24975,34733,3383,31768,38193,12522,987,29699,12380,13103,5569,3045,17510,32178,28158,21885,19254,13927,11979,18780,1196,9717,1574,1973,4260,546,7701,4136,0,1763,1134,0,5218,1533,4561,6592,126,147,7723,19081,14110,3464,0,22790,16097,2766,10320,526,5589,3259
"FAM19A5",164961,105757,141584,47262,36980,52302,44044,49737,51233,58920,75834,78140,32285,162345,111304,72057,67534,87370,57762,127245,83773,118170,41782,94257,24401,11135,14552,7392,0,0,821,0,1276,0,0,0,20564,14371,0,17869,21757,0,2796,29350,2096,0,4592,800,899,0,0,0,0,0,0,0,0,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C5orf39",0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,71,10,192,135,117,88,11,159,2,0,0,0,56,0,0,11,0,428,0,0,35,0,187,63,0,0,0,0,4,0,0,0,189,126,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GFOD1",366,662,401,636,279,253,1168,1874,427,810,357,419,0,0,0,0,905,0,662,0,1749,636,835,905,0,228,109,3899,1510,0,861,2852,992,2463,0,210,1429,0,3772,1419,1184,0,279,488,1019,279,0,0,0,0,0,0,392,0,836,105,0,393,1126,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,8343,200,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0
"CNTD1",1455,1992,1320,1179,1370,1680,914,973,945,957,962,1302,63,410,0,0,146,656,557,845,565,825,510,802,44,296,554,531,1583,1082,1475,1847,850,1083,1214,1782,2147,2692,103,2265,2791,3592,2464,2503,1573,747,83,2682,1998,2138,834,198,1309,1259,1250,1310,2002,578,531,1870,3029,537,924,83,2220,948,1220,522,3668,490,517,616,990,636,277,1979,87,4132,663,399,609,6281,1887,526,1554,793,0,1001,3753,1895
"NTRK2",11363,20342,22243,18940,20415,41734,23131,23598,15518,21352,13666,19464,71768,106543,101914,42188,53456,72355,44777,31202,48084,43899,26632,87685,5762,16037,1773,3867,0,3347,4273,0,1306,843,1610,1795,5016,0,18837,7345,5918,0,0,16033,0,0,1340,0,0,0,0,0,0,0,0,0,9941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2417,31290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MFGE8",0,0,0,0,82,134,0,0,52,0,0,0,275,74,0,0,134,0,45,0,0,0,261,559,97,130,0,0,0,0,246,0,0,0,122,0,0,0,0,105,201,1141,186,0,142,0,0,0,60,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,0,0,0,0,0,67
"ZSCAN12P1",0,0,0,11,11,13,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,41,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330
"TSKU",9143,11473,9076,2529,1062,1588,4833,3848,5184,5829,3168,3773,6888,1545,854,4231,2613,2647,3193,1458,4164,2688,2020,2999,2253,291,601,646,772,28,317,587,34,760,122,197,4203,6436,2046,5193,2180,129,2105,1712,1260,0,2081,1994,0,35,217,0,0,0,2152,0,1208,2290,1845,0,181,70,1124,6156,0,23,1030,410,1475,3766,0,1125,106,668,18,147,0,111,47,4433,164,5705,0,4242,4181,6789,5179,3421,0,1085
