"","OoCyte_1","OoCyte_2","OoCyte_3","Zygote_1","Zygote_2","Zygote_3","X2_Cell_embryo_1_Cell_1","X2_Cell_embryo_1_Cell_2","X2_Cell_embryo_2_Cell_1","X2_Cell_embryo_2_Cell_2","X2_Cell_embryo_3_Cell_1","X2_Cell_embryo_3_Cell_2","X4_Cell_embryo_1_Cell_1","X4_Cell_embryo_1_Cell_2","X4_Cell_embryo_1_Cell_3","X4_Cell_embryo_1_Cell_4","X4_Cell_embryo_2_Cell_1","X4_Cell_embryo_2_Cell_2","X4_Cell_embryo_2_Cell_3","X4_Cell_embryo_2_Cell_4","X4_Cell_embryo_3_Cell_1","X4_Cell_embryo_3_Cell_2","X4_Cell_embryo_3_Cell_3","X4_Cell_embryo_3_Cell_4","X8_Cell_embryo_1_Cell_1","X8_Cell_embryo_1_Cell_2","X8_Cell_embryo_1_Cell_3","X8_Cell_embryo_1_Cell_4","X8_Cell_embryo_2_Cell_1","X8_Cell_embryo_2_Cell_2","X8_Cell_embryo_2_Cell_3","X8_Cell_embryo_2_Cell_4","X8_Cell_embryo_2_Cell_5","X8_Cell_embryo_2_Cell_6","X8_Cell_embryo_2_Cell_7","X8_Cell_embryo_2_Cell_8","X8_Cell_embryo_3_Cell_1","X8_Cell_embryo_3_Cell_2","X8_Cell_embryo_3_Cell_3","X8_Cell_embryo_3_Cell_4","X8_Cell_embryo_3_Cell_5","X8_Cell_embryo_3_Cell_6","X8_Cell_embryo_3_Cell_7","X8_Cell_embryo_3_Cell_8","Morulae_1_Cell_1","Morulae_1_Cell_2","Morulae_1_Cell_3","Morulae_1_Cell_4","Morulae_1_Cell_5","Morulae_1_Cell_6","Morulae_1_Cell_7","Morulae_1_Cell_8","Morulae_2_Cell_1","Morulae_2_Cell_2","Morulae_2_Cell_3","Morulae_2_Cell_4","Morulae_2_Cell_5","Morulae_2_Cell_6","Morulae_2_Cell_7","Morulae_2_Cell_8","Late_blastoCyst_1_Cell_1","Late_blastoCyst_1_Cell_2","Late_blastoCyst_1_Cell_3","Late_blastoCyst_1_Cell_4","Late_blastoCyst_1_Cell_5","Late_blastoCyst_1_Cell_6","Late_blastoCyst_1_Cell_7","Late_blastoCyst_1_Cell_8","Late_blastoCyst_1_Cell_9","Late_blastoCyst_1_Cell_10","Late_blastoCyst_1_Cell_11","Late_blastoCyst_1_Cell_12","Late_blastoCyst_2_Cell_1","Late_blastoCyst_2_Cell_2","Late_blastoCyst_2_Cell_3","Late_blastoCyst_2_Cell_4","Late_blastoCyst_2_Cell_5","Late_blastoCyst_2_Cell_6","Late_blastoCyst_2_Cell_7","Late_blastoCyst_2_Cell_8","Late_blastoCyst_2_Cell_9","Late_blastoCyst_2_Cell_10","Late_blastoCyst_3_Cell_1","Late_blastoCyst_3_Cell_2","Late_blastoCyst_3_Cell_3","Late_blastoCyst_3_Cell_4","Late_blastoCyst_3_Cell_5","Late_blastoCyst_3_Cell_6","Late_blastoCyst_3_Cell_7","Late_blastoCyst_3_Cell_8"
"DNHD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0.175,0.12,0,1.143,0.373,0.539,0,0,0,0,0,0,0.726,0.166,0,0,0,0,0,0,0,0,0,0,0,0.157,0,0,0,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0.379,0,0.526,0,0.135,0.255,2.662,0,0,0,0,0,0,0.254,0,0,0,0,0,0
"ZNF350",1.732,1.432,1.394,10.007,10.813,5.705,8.52,7.107,5.011,5.31,4.032,5.824,8.603,0,5.035,11.757,25.194,8.344,13.685,10.233,14.852,12.782,13.443,17.856,0.797,32.751,26.962,12.747,21.536,24.028,36.71,15.651,3.124,54.501,33.044,26.07,9.744,14.097,33.527,28.186,9.702,15.426,42.207,23.739,22.47,28.643,0.225,25.72,7.942,13.483,19.372,0,39.88,39.32,22.515,9.887,94.098,1.451,8.672,46.269,0,0,0,0,0,0.478,12.805,0,0.187,0,0,0,0,0.184,0.558,0,0,0,0,16.368,0.267,0.101,27.865,0,0,0,0,21.328,0,0
"GFI1",0.198,0.772,0.238,0.852,0.315,0.372,0.886,1.123,1.039,0.864,0.517,0.145,0,0,2.434,0,7.331,0.41,1.135,0,0,0,1.082,0,6.742,5.916,3.824,4.765,0,0,1.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,1.192,0,0,0,0,0,0,0,0,1.261,1.254,0,0,0,0,0,0,0,0,0.328,0,0,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ELFN1",0.258,0.294,0.178,0.544,0.448,0.602,0.37,0.532,0.33,0.264,0.35,0.333,0.158,1.751,0,0,0,0,1.222,0.491,0.161,0.795,0,0.374,1.273,0,0.491,0,0,0,0,0,1.609,0,0,0,0.21,0,0,0,0.771,0,0,0,1.762,1.127,0,0,0.148,0.52,0,0,0.391,0,0,0.246,0,0,0.478,0,3.805,0,0,0,0,1.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.734,0,0,0,0
"UNC5CL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.948,0,0,0,0,0,0
"C16orf71",0.783,1.405,1.184,1.355,1.416,2.636,1.009,0.947,0.632,0.683,1.001,1.002,2.848,2.436,5.368,8.233,0.478,4.117,1.241,5.75,3.569,5.9,1.615,4.618,11.927,0.314,4.619,0,0,0.63,0,0.339,1.514,0,0,0,0,0,0,0,1.765,0,2.504,0,0,4.426,0,0,0,0,0,0.433,1.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFEC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACOT2",36.149,25.809,30.725,14.377,17.629,16.087,6.848,8.106,7.582,6.599,8.065,8.983,4.494,11.654,12.804,0.356,9.399,4.701,8.847,9.666,10.752,16.728,7.568,17.28,7.552,10.339,2.567,12.535,9.71,5.1,13.334,3.809,11.283,9.268,0.155,5.064,3.756,0,0.496,3.599,2.226,4.152,0.141,1.084,18.26,6.169,1.792,6.075,19.886,18.011,4.7,2.124,4.357,5.417,4.191,3.406,5.203,10.054,12.555,0.128,0,7.693,0.813,8.07,1.648,0,6.901,0,0,0,5.105,8.532,1.571,0,0,0,5.023,0.601,0,0,0,0,0,0,0,0,0,11.306,0,0
"KLHL6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0.116,0,0,0.103,0.187,0,0,0,0,0,0,0,0.108,0,0,0,0,0,0,0,0.417,0,0.1,0,0,0.26,0,0,0,0.111,0,0.123,0,1.091,0,0,2.025,0,0,0,0,0,0,0,0,0,0,0.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CENPJ",15.499,19.001,20.169,14.787,11.587,13.551,10.924,14.958,13.665,12.8,8.529,8.533,6.344,6.362,12.237,6.24,0.336,0.77,4.12,5.297,3.491,1.668,1.216,4.656,5.943,6.128,4.499,4.849,2.853,2.305,6.692,12.126,6.895,3.897,1.147,4.916,5.553,4.123,5.705,5.351,6.87,2.705,2.522,5.225,17.317,6.279,77.061,13.993,10.273,17.904,10.959,6.344,8.165,9.813,3.84,1.927,14.208,2.061,11.538,3.563,17.818,7.759,8.455,12.088,10.054,0,3.413,0.25,1.545,4.802,5.318,1.634,6.663,36.053,19.931,10.569,0,11.099,15.556,1.124,15.416,13.46,27.714,1.799,10.074,0.98,5.898,19.999,2.715,0
"TRIM45",4.281,2.555,4.351,14.702,11.407,14.276,5.758,6.152,7.779,8.449,12.096,13.518,13.335,10.534,0.836,11.877,9.637,11.42,12.226,16.674,19.817,22.679,17.954,23.817,0.521,0.454,7.899,1.089,1.04,0.249,1.05,0.256,0.269,0.27,0.255,0.212,0.428,6.484,0.449,3.449,1.612,0.659,0.487,0.363,0.342,0,28.702,0.341,1.192,0.189,0.214,1.832,0.292,0.236,0.202,0.272,0.123,0.682,0.5,2.572,0.111,0.219,0.929,0.177,0.31,0.312,0.226,0.319,0.102,0.277,0.577,0.121,0.636,1.224,0.393,0.554,0,0.335,0.297,0.435,0,0.286,0.457,0,0.24,0,1.373,0,0,0.133
"TBC1D3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0,0,0,0,0,0,0,0,0,0,0,0.634,0.345,0.305,0.463,0.874,0,0.388,0.15,0,0,0.253,0.868,0.493,0,0,0.615,0.129,0.325,0,0.304,0.337,0.28,0,0,0,0,0,0,0.268,0.592,0.605,0.615,0,1.647,0,0.764,0,0,0,0,0,0.134,0.133,0,0,0,0,0,1.115,0.153,0,0,0,0,0,0.158,0,0,0,0,0,0
"TANC2",2.042,2.665,2.967,3.587,3.98,3.787,1.969,1.789,3.733,2.865,2.632,2.69,5.19,7.761,2.788,0.847,0.887,3.651,4.643,5.016,3.598,3.9,5.066,4.661,2.869,0.855,3.524,5.023,1.459,1.222,0.86,0.182,0.855,0,0.179,0,0.755,0,0,0.634,1.178,0.576,2.183,0.287,0.631,0.242,5.587,4.898,0,0,0.989,1.556,0.37,1.187,0,0,0.455,1.759,0.486,0.808,0,0,0,0,0,0,0,1.304,0,0,0.28,0,0.607,3.278,3.438,2.556,0,0.444,0,0,0,0,0,0,0,0,0,0,0,0
"KIF4A",131.77,126.895,150.369,116.741,121.003,189.927,115.164,138.919,155.764,148.46,124.647,136.76,105.45,114.496,75.778,107.529,57.403,81.27,81.368,88.842,77.303,82.74,84.821,88.362,23.526,25.983,35.104,28.445,67.363,68.159,68.85,47.125,53.568,82.607,80.686,61.641,15.074,24.003,5.668,32.697,23.282,33.677,21.286,40.597,35.341,34.375,74.554,35.954,17.497,17.454,37.099,11.092,57.35,37.268,2.037,3.045,30.012,0.146,0.89,17.369,0.333,18.877,11.042,29.486,8.356,1.655,11.365,6.636,5.789,5.55,11.033,0,9.791,38.38,12.389,11.315,0,4.87,0.22,39.173,0.487,1.749,0.318,15.044,10.902,5.38,9.57,2.581,0.154,3.514
"SNCAIP",0.787,0.743,0.795,0.912,0.648,0.461,0.473,0.604,1.183,0.698,0.391,0.195,0,0,0,0,0,0,0.682,0.666,0.484,1.209,0.684,0,0.832,6.798,7.754,0,0,0,0.12,0,0,0,0,0,3.715,0,0,0,1.022,0,0,0,0,0,43.051,1.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948,0,0,0,0,0,0,0,0,0,0,5.871,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0
"HLA-DOA",0,0,0.277,0.331,0.664,0.315,0,0.245,0,0,0.1,0.179,0,0.141,0.119,0,5.293,3.705,0,1.869,0.3,0,0,0,0,0,0,0.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,0,0,0,0,0,0.171,0,0,0,0.412,0.678,0,0,0,0,0,0,0,0,0.114,0,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WFIKKN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYDE2",0.186,0.212,0.205,0.288,0.373,0.233,0.193,0.285,0,0.338,0.436,0.14,0,0.628,0,0,0,0,0.661,0.871,0,0,0,0.274,0,2.418,0.884,4.429,0,0,0,0,0,0,0,0,0,0.178,0,0.337,0.613,0,0,0,0,0,0.336,0.164,0.101,0,0,0.448,0.133,0,0,0.103,0,0,0,0,0,4.712,5.774,0.624,11.7,3.637,8.101,3.769,0.473,6.174,3.148,4.117,9.249,0.427,0.149,12.914,0.158,0.842,12.053,0.154,0.155,9.816,0,0,0.827,0,0.723,0,2.531,7.558
"TACR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.471,0
"XAF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148,0,0,0,0,0,0,0.312,0,2.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.519,0,0,0,0,10.804,0,0,0,0,0,0,0,0,0,0,0.158,0,0,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANKDD1A",0.148,0,0,0.153,0.282,0.353,0.334,0.131,0.351,0.138,0,0,0,0,3.603,0,0,0.123,0,0,0,0,0,0.392,0,0,3.032,0.135,0,0,0,0,0,0,0,0,0,0,0.219,0,0,0,0,0,0,0,0.254,0,0.203,0,0,0,0,0,0,0,4.47,0,0,0,0,1.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GGTLC2",0,0,0,0,0.564,0.934,0.204,0.336,0,0,0.103,0.259,0,0.249,0,0.494,2.523,1.148,1.147,0.127,0.522,0,0.552,0.212,0.163,0.167,0.289,0,0,0,0,0,0,0.488,0,0,0.244,1.666,1.033,0,0,0.166,0.47,0,0.401,0,0,0.151,0,0,0,0,0.247,0.528,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,0,0,0,0,0,0,0,0,0,0,2.635,0,0,0
"LPPR4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GLIPR2",0.465,0.93,2.087,0.144,4.029,1.522,0.829,0.908,0.303,0.137,0.952,0,0,0,0.322,0,0.172,0,0,1.129,2.971,1.265,1.105,0,0,5.039,0,0,0.119,0.388,0.171,6.628,0,0,0,1.853,0,0.892,3.416,5.347,1.364,0.244,0.953,0,0.47,17.835,0.42,12.015,14.457,9.394,21.917,0,24.28,33.249,16.328,25.74,2.374,14.784,22.61,28.422,66.723,70.101,90.109,156.963,35.904,214.498,56.558,85.052,60.81,45.963,192.696,20.044,34.16,12.642,8.758,102.974,70.177,63.646,107.947,90.791,76.831,69.823,42.298,46.338,40.048,29.746,0.119,45.942,44.114,108.709
"PARD6G",32.772,33.731,41.636,28.311,17.655,16.457,10.762,13.821,19.864,19.067,16.556,18.5,4.687,10.8,2.135,4.579,6.541,14.152,8.34,19.63,19.159,7.055,16.004,9.729,7.641,8.491,4.793,3.711,2.703,2.984,2.159,6.587,1.572,0.36,0.643,0.198,0.746,7.453,10.594,2.072,1.392,0.267,2.897,5.313,0.337,1.305,1.1,1.742,1.671,2.581,0.699,1.468,4.683,2.586,1.154,0.367,0.361,1.103,2.291,1.224,0.219,0.25,2.665,0.602,0.414,11.88,0.243,0.736,0.628,0.295,0.514,0.339,0.362,0.75,0.551,0.813,0.194,0.157,0.388,0.135,0.136,0.339,1.744,0,0.627,0,15.276,0.22,0,0.218
"TRIM56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.372,0.584,29.607,0,0,0,1.847,0,0.95,3.362,1.437,3.027,0,0.49,2.369,3.543,0,4.543,0,0,0,0.423,0,0,5.113,0,2.21,5.041,0.786,2.079,10.915,0.932,0,0,8.364,1.177,0,0.301,41.641,0,0,16.99,12.598,0,0,0
"TRAIP",2.957,2.075,2.805,14.85,20.143,12.553,12.585,12.35,11.442,12.89,12.728,9.588,28.952,35.066,18.62,51.422,25.326,52.54,28.769,30.159,28.387,45.048,32.74,39.178,2.593,0.14,8.773,0,27.539,16.268,6.956,7.277,43.362,3.683,23.624,7.015,10.359,8.767,17.461,8.928,10.024,35.323,6.838,34.958,15.083,9.257,5.078,18.684,16.092,18.923,3.216,0,19.825,26.152,18.829,20.871,5.377,7.444,19.791,7.846,0.806,2.494,0,13.02,1.542,20.238,1.197,5.759,0,18.981,9.089,0.375,0.44,0.319,0.943,33.746,1.562,0,0,0.205,0,0,0,9.405,0,0,0.745,0,0.629,16.998
"GPR157",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTAGE4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974,0,0,0,0,0,0.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155,0,19.083,0.416,0,0,0,2.143,0,0,0,0,0,0,1.364,0,0,0,0,0,0,0,0,0.319,0,0,0,0,0,0.739,0,0.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BAIAP3",0,0,0.134,0.75,0.547,0.822,0.345,0.737,1.133,0.969,0.599,0.486,0.898,0.888,1.619,0.266,1.392,0.197,1.398,0,0.622,0.115,0.207,0.436,0,0,0.244,0.186,0,1.058,0,0,0,0,3.188,0.785,0.257,0.117,0,3.496,0.239,0,0.253,2.022,0.241,0,0,0.128,0.437,0.561,0,0,0,0.705,0,0.287,0.153,0.263,0.735,0,0.185,1.001,0.419,0.229,0.491,0.37,0.192,0.674,0.411,0,0.685,0,0.306,0.667,0,0.513,0.932,0.847,0.11,0.803,1.913,0.374,0.437,1.181,0.371,0.653,1.111,1.972,0.597,0.545
"RNF43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557,0,0,0,0,7.232,1.001,0.469,2.617,0,0,2.952,0,0.371,0,0,0,0,0,0,0,0,0,0,0,0.191,0,0,0,0,0,0,0,0,0,0,0.213,0,0,0,0.155,0,0,4.405,0,0,0,6.216,8.704
"FOLR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0.763,0,0,0,0,0,0,0,0,0.121,0,0,0.131,0,0,0,0
"DDIT4L",0.338,0.656,0.466,0,0.246,0.141,0.134,0,0.147,0,0,0,0,0,0.111,0,0,0,0,1.459,0,0,0.441,0,0,0,0,0,0,0.532,1.328,0,0,0,0,0.734,0,0,0,0,0,0,2.057,0,0,0,0,0,0,0,0,12.757,0,0,0,0,0,0,0.823,0,26.825,20.096,0.288,44.396,10.189,10.1,23.633,17.001,4.452,18.412,10.146,2.928,3.326,0,0.233,0,0,13.644,4.296,2.724,0,0,0,0,0,0,0,4.81,50.864,36.906
"ZBTB7C",2.057,1.782,3.085,1.119,1.868,1.945,1.487,1.59,0.783,1.258,1.452,1.734,2.912,3.401,8.696,4.431,0,0.574,1.876,1.379,3.433,1.919,3.858,1.365,1.929,1.712,0,1.738,0,0,1.372,0,0,0,0,0,0,0,0,0.404,2.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.016,0,3.804,1.562,0,6.067,4.337,0.194,14.587,2.222,0.749,1.08,0,0,0,0.363,0,0.471,0,13.467,0,0,0,5.182,0,0,0,4.115,18.379
"SHANK3",0.303,0.252,0.625,0.864,0.67,0.708,0.885,1.098,1.494,1.113,0.856,0.851,1.94,0.789,1.795,0.411,1.864,2.583,2.151,0.287,1.547,1.41,1.244,1.979,1.962,0.812,0.274,2.448,0.521,0,0,0,0,0,0.268,0,0.151,0,0,0.326,0,0,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPR124",0,0,0,0.214,0.132,0,0.115,0.101,0.126,0.185,0,0,0,0,0,0,0,0,0.274,0,0.14,0,0,0,0,0,0,0,0,0,0.41,0,0,0.515,0.182,0,0,0.132,0,0,0,0,0,0,0,0.439,0.175,0.181,0,0,0,0,0,0.14,0,0,0.188,0.227,0.254,0,0.541,0,0,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0.144,0,0,0,0,0,0,0,0,0,0.556,0,0,0
"TMEM132A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0,0,0,0,0.388,0,0,0,0,0,1.829,0,0,0,0,0,0,0.118,0,0,0,1.396,0,0,4.746,0,0,0
"SPHAR",3.206,7.054,6.848,6.966,8.049,5.223,3.597,3.448,4.407,3.569,4.561,3.694,2.341,2.327,0.227,0,10.271,10.508,5.69,5.206,4.703,6.076,4.733,3.236,1.11,1.01,0.109,7.055,0,0.29,5.853,0,3.513,4.93,2.689,0,5.698,1.498,0,1.828,3.186,2.454,0,0,0.85,0,0,6.076,1.129,1.283,0,0,0,0.133,0,0.967,0,0,0.837,0,0,0.155,0,0.824,0,0.332,2.164,3.537,9.48,27.669,10.056,16.154,1.414,3.143,18.028,3.59,0,0.618,7.024,0.371,0.14,0,0,14.823,0,5.185,8.828,0,0,0
"BLVRB",0,0.467,0.494,0,0,0.427,0,0,0,0,0,0,0,0,0,0,0,2.423,0,0,0.705,0,0,2.305,8.229,0,5.007,9.354,11.056,0,2.26,19.276,3.471,0.161,6.503,1.777,10.843,6.085,4.834,12.905,23.561,14.531,22.159,39.742,41.383,29.679,0.616,71.629,100.756,85.041,70.974,0.548,91.43,53.808,114.588,184.176,119.633,63.305,61.731,96.919,14.729,0.407,2.614,45.742,33.734,1.631,12.051,2.937,18.967,0,16.227,3.291,9.716,0,0.704,5.955,0,10.995,0,0.121,0,0,0,24.411,19.739,0.23,2.088,66.049,0.135,28.497
"GRID1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,0,0,0.158,0,0,0,0,0,0,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843,1.241,0,0,0,0.184,0.18,0,0,0.116,0,0,0,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM84B",17.579,29.589,22.692,28.97,20.037,25.027,15.483,16.664,23.311,18.401,24.219,20.863,8.82,0.572,8.548,1.672,9.188,15.203,8.396,15.698,14.109,12.338,8.593,14.278,2.957,11.573,6.202,9.967,3.845,0.31,2.218,5.981,4.481,3.417,0.209,10.322,4.134,4.936,0,4.951,3.042,0.114,0.609,0.395,0.117,1.875,0.403,0,2.523,6.642,1.83,9.809,1.17,5.549,25.309,11.562,15.04,3.005,5.148,1.966,21.334,22.824,8.302,14.119,22.673,60.782,65.004,36.693,31.535,33.996,19.284,35.969,29.35,57.287,43.622,2.49,3.223,0.203,0.271,19.097,1.834,0.271,46.689,0.429,1.688,21.84,0.117,10.029,1.364,7.662
"FMNL1",1.872,2.804,2.044,0.925,1.491,1.262,1.729,2.115,2.014,1.922,1.257,1.378,0,0,0.868,0.146,3.385,0.321,5.099,0.682,3.585,0.864,2.914,2.882,6.454,5.414,1.423,5.641,0,1.782,0,0,0,0,1.152,0,0,0,0.357,0,0.668,0,0,0,0,0,4.66,1.2,0,0,0,0,0,0,0,0,0,0,1.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNLY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473,0,0,0,0,0,0,0.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.597,0.454,0.163,0,1.211,0,0.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF165",0.446,0.653,0.839,0.543,1.176,1.437,0.401,0.736,1.059,0.217,0.809,0,0,0,6.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.673,2.081,4.297,1.183,1.511,0,0.347,0.209,0.167,0,0,0.827,5.445,0,0,0,7.765,5.77,0.243,0,13.741,0,57.621,1.586,0,2.167,1.482,4.37,2.307,0.646,7.543,0,31.15,62.161,91.488,13.739,2.195,28.964,10.425,26.715,1.221,69.076,17.791,12.84,4.628,56.254,30.095,4.255,23.757,4.566,40.104,2.063,3.264,5.54,0,1.583,0,0,0,0,27.467
"ACSS3",1.078,1.632,1.394,2.886,2.92,2.672,1.3,1.099,0.939,0.595,1.281,1.292,11.324,0,0,0.466,3.872,11.096,0.962,3.572,6.138,7.184,4.25,3.206,1.161,1.563,0,0.452,0,2.139,0,0,0,0,0,0,0,0,0,0,0.754,0,0,0,0,0,0.261,0,0,0,0,0,0,0,0,0,0,0.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.383,0,0,0
"HES2",0,0.106,0,0,0,0,0.102,0.124,0.111,0.131,0,0.103,0.185,0.215,0.306,0.467,0.18,0.159,0.16,0.135,0,0.105,0,0.135,0.178,0.365,0.288,0.198,7.681,7.502,19.707,19.644,10.332,5.964,5.014,9.332,14.497,21.661,3.246,6.149,13.924,10.093,15.348,2.848,16.427,7.808,0.866,8.864,7.258,9.191,8.361,1.1,21.619,10.546,31.431,38.594,7.961,21.364,26.715,8.625,0.186,0.184,1.482,1.178,0.447,0.153,0.365,0.25,0.36,0.15,0.353,0.28,0.325,0.624,0.472,0.678,0.218,0.206,0.133,0.171,0.11,0.351,0.112,0.28,0,0,0,0,0,0
"ZNF775",0.101,0.132,0,0.119,0.175,0.295,0.533,0.232,0.313,0,0.192,0.258,0,0,0,0,2.147,0,0.342,0.364,0.23,0.621,0.228,0,0,0,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423,0,0,0,0,0,0,0,0,0,0.681,0,0,0,2.028,0,0,0,0,0,1.239,0,0,0,0,0,0,0,0,0,0,0,0.684,0,0,0,0,0,0,0,0,0,0
